email,user_type,password,first_name,middle_name,last_name,gender,birthday,phone,civil_status,name_of_spouse,purok,barangay,household_no,first_reading,usage_type,serial_no,brand,status,delinquent,registered_at
Lexi.Santillán@gmail.com,Consumer,LexiSantillán123,Lexi,Díaz,Santillán,Male,1995-05-24,9556232121,Single,,2,Boyog Proper,25,0,commercial,2414,Sunrise,Disconnected,FALSE,2018-06-08
Lilia.Santos@gmail.com,Consumer,LiliaSantos123,Lilia,Dionisio,Santos,Female,1995-05-25,9874423211,Married,Miss Nate Javier,2,Boyog Proper,18,0,commercial,1697,Watermark,Connected,FALSE,2018-06-09
Liza.Sarmiento@gmail.com,Consumer,LizaSarmiento123,Liza,Domingo,Sarmiento,Female,1995-05-26,9556232121,Married,Marj Maroket,2,Boyog Proper,24,0,residential,2350,Sunrise,Connected,TRUE,2018-06-10
Lovely.Sebastián@gmail.com,Consumer,LovelySebastián123,Lovely,Domínguez,Sebastián,Male,1995-05-27,9874423211,Married,Michelle Dy,2,Boyog Proper,29,0,residential,4294,Watermark,Connected,FALSE,2018-06-11
Maureen.Serrano@gmail.com,Consumer,MaureenSerrano123,Maureen,Dueñas,Serrano,Female,1996-07-13,9384762497,Married,Paul Unating,3,Boyog Proper,21,0,commercial,3791,Sunrise,Connected,FALSE,2018-06-12
Maybelyn.Sevilla@gmail.com,Consumer,MaybelynSevilla123,Maybelyn,Durán,Sevilla,Female,1996-07-14,9518969056,Married,Anthea Bueno,3,Boyog Proper,12,0,residential,3703,Watermark,Connected,FALSE,2018-06-13
Melissa.Silvestre@gmail.com,Consumer,MelissaSilvestre123,Melissa,Empleo,Silvestre,Male,1996-07-15,9877872231,Married,Mimi Qiu Reyes,3,Boyog Proper,29,0,residential,4915,Watermark,Connected,FALSE,2018-06-14
Michelle.Solis@gmail.com,Consumer,MichelleSolis123,Michelle,Enríquez,Solis,Male,1996-07-16,9556232121,Married,Raiza Contawi,3,Boyog Proper,26,0,residential,2835,Sunrise,Disconnected,TRUE,2018-06-15
Mikee.Soriano@gmail.com,Consumer,MikeeSoriano123,Mikee,Escobar,Soriano,Female,1996-07-17,9874423211,Married,Paolo Ballesteros,3,Boyog Proper,11,0,residential,4066,Sunrise,Connected,TRUE,2018-06-16
Mona.Sotto@gmail.com,Consumer,MonaSotto123,Mona,Escalona,Sotto,Female,1996-07-18,9486207359,Married,Toni Sia,4,Boyog Proper,14,0,residential,3113,Watermark,Connected,FALSE,2018-06-17
Mutya.Suárez@gmail.com,Consumer,MutyaSuárez123,Mutya,Esguerra,Suárez,Male,1996-07-19,9456712321,Married,John Valle,4,Boyog Proper,15,0,commercial,3961,Sunrise,Disconnected,FALSE,2018-06-18
Nadine.Tagle@gmail.com,Consumer,NadineTagle123,Nadine,Espino,Tagle,Female,1996-07-20,9125679089,Married,Heart Evangelista,4,Boyog Proper,27,0,commercial,2049,Watermark,Disconnected,FALSE,2018-06-19
Nicole.Tamayo@gmail.com,Consumer,NicoleTamayo123,Nicole,Espinosa,Tamayo,Female,1996-07-21,9645231321,Married,Anne Curtis,4,Boyog Proper,20,0,commercial,4956,Watermark,Disconnected,FALSE,2018-06-20
Nikki.Tenorio@gmail.com,Consumer,NikkiTenorio123,Nikki,Espíritu,Tenorio,Male,1996-07-22,9556232121,Married,Julia Barretto,4,Boyog Proper,21,0,commercial,4817,Sunrise,Connected,FALSE,2018-06-21
Precious.Teodoro@gmail.com,Consumer,PreciousTeodoro123,Precious,Estacio,Teodoro,Female,2002-08-01,9874423211,Married,Kathryn Bernardo,5,Boyog Proper,26,0,commercial,4242,Watermark,Connected,FALSE,2021-08-02
Queenierich.Tobias@gmail.com,Consumer,QueenierichTobias123,Queenierich,Estanislao,Tobias,Male,2002-08-02,9384762497,Married,Kylie Verzosa,5,Boyog Proper,27,0,residential,3546,Watermark,Connected,FALSE,2021-08-03
Queen Elizabeth.Toledo@gmail.com,Consumer,Queen ElizabethToledo123,Queen Elizabeth,Esteban,Toledo,Male,2002-08-03,9518969056,Married,Camille Co,5,Boyog Proper,22,0,residential,5092,Sunrise,Connected,FALSE,2021-08-04
Rebecca.Tolentino@gmail.com,Consumer,RebeccaTolentino123,Rebecca,Estrada,Tolentino,Female,2002-08-04,9877872231,Married,Sofia Andres,5,Boyog Proper,15,0,residential,2055,Sunrise,Connected,FALSE,2021-08-05
Regine.Tomás@gmail.com,Consumer,RegineTomás123,Regine,Estrella,Tomás,Female,2002-08-05,9556232121,Married,Mimiyuuuh,5,Boyog Proper,15,0,residential,5349,Watermark,Connected,FALSE,2021-08-06
Rita.Torres@gmail.com,Consumer,RitaTorres123,Rita,Eugenio,Torres,Male,2002-08-06,9874423211,Married,Sarah Lahbati,6,Boyog Proper,18,0,residential,3410,Sunrise,Disconnected,FALSE,2021-08-07
Rosa.Traqueña@gmail.com,Consumer,RosaTraqueña123,Rosa,Eusebio,Traqueña,Female,2002-08-07,9486207359,Married,Rei Germar,6,Boyog Proper,23,0,residential,1205,Watermark,Connected,FALSE,2021-08-08
Ruby.Trinidad@gmail.com,Consumer,RubyTrinidad123,Ruby,Evangelista,Trinidad,Female,2002-08-08,9456712321,Widowed,,6,Boyog Proper,18,0,residential,3776,Watermark,Connected,FALSE,2021-08-09
Ruffa.Valdez@gmail.com,Consumer,RuffaValdez123,Ruffa,Fabián,Valdez,Male,2002-08-09,9125679089,Widowed,,6,Boyog Proper,20,0,residential,4997,Sunrise,Connected,FALSE,2021-08-10
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"""Baucan Norte"",",,,,,,,,,,,,,,,,,,,,
"""Baucan Sur"",",,,,,,,,,,,,,,,,,,,,
"""Boctol"",",,,,,,,,,,,,,,,,,,,,
"""Boyog Norte"",",,,,,,,,,,,,,,,,,,,,
"""Boyog Proper"",",,,,,,,,,,,,,,,,,,,,
"""Boyog Sur"",",,,,,,,,,,,,,,,,,,,,
"""Cabad"",",,,,,,,,,,,,,,,,,,,,
"""Candasig"",",,,,,,,,,,,,,,,,,,,,
"""Cantalid"",",,,,,,,,,,,,,,,,,,,,
"""Cantomimbo"",",,,,,,,,,,,,,,,,,,,,
"""Cogon"",",,,,,,,,,,,,,,,,,,,,
"""Datag Norte"",",,,,,,,,,,,,,,,,,,,,
"""Datag Sur"",",,,,,,,,,,,,,,,,,,,,
"""Del Carmen Este (Poblacion)"",",,,,,,,,,,,,,,,,,,,,
"""Del Carmen Norte (Poblacion)"",",,,,,,,,,,,,,,,,,,,,
"""Del Carmen Sur (Poblacion)"",",,,,,,,,,,,,,,,,,,,,
"""Del Carmen Weste (Poblacion)"",",,,,,,,,,,,,,,,,,,,,
"""Del Rosario"",",,,,,,,,,,,,,,,,,,,,
"""Dorol"",",,,,,,,,,,,,,,,,,,,,
"""Haguilanan Grande"",",,,,,,,,,,,,,,,,,,,,
"""Hanopol Este"",",,,,,,,,,,,,,,,,,,,,
"""Hanopol Norte"",",,,,,,,,,,,,,,,,,,,,
"""Hanopol Weste"",",,,,,,,,,,,,,,,,,,,,
"""Magsija"",",,,,,,,,,,,,,,,,,,,,
"""Maslog"",",,,,,,,,,,,,,,,,,,,,
"""Sagasa"",",,,,,,,,,,,,,,,,,,,,
"""Sal-ing"",",,,,,,,,,,,,,,,,,,,,
"""San Isidro"",",,,,,,,,,,,,,,,,,,,,
"""San Roque"",",,,,,,,,,,,,,,,,,,,,
"""Santo Niño"",",,,,,,,,,,,,,,,,,,,,
"""Tagustusan""",,,,,,,,,,,,,,,,,,,,
